证券代码,证券名称,"区间成交均价
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[复权方式]    不复权
[单位]    元","区间涨跌幅
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[复权方式]    不复权
[单位]    %","区间日均涨跌幅
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[复权方式]    不复权
[单位]    %","区间换手率
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[单位]    %","区间日均换手率
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[单位]    %","区间成交量
[起始交易日期]    截止日52周前
[截止交易日期]    最新","区间日均成交量
[起始交易日期]    截止日52周前
[截止交易日期]    最新","区间成交额
[起始交易日期]    截止日52周前
[截止交易日期]    最新","区间日均成交额
[起始交易日期]    截止日52周前
[截止交易日期]    最新","区间振幅
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[单位]    %","相对大盘区间涨跌幅
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[大盘指数选项]    上证指数
[复权方式]    不复权
[单位]    %"
688590.SH,新致软件,16.9654,-54.3328,-0.2507,702.8513,2.9043,1523083880.0000,6293735.0413,25839653485.0000,106775427.6240,0.0000,-42.2769
688591.SH,泰凌微,29.6278,-28.3026,-0.0503,2043.7045,8.8091,1082936360.0000,4667829.1379,32084991660.0000,138297377.8448,0.0000,-38.6407
688592.SH,司南导航,56.8612,-29.4851,-0.0382,2484.2617,10.3944,322665080.0000,1350063.0962,18347129475.0000,76766232.1130,0.0000,-35.6161
688593.SH,新相微,12.7333,-47.0070,-0.2105,768.3482,3.1750,643943065.0000,2660921.7562,8199499971.0000,33882231.2851,0.0000,-34.9512
688595.SH,芯海科技,33.7470,-22.1190,-0.0154,637.5672,2.6346,847175275.0000,3500724.2769,28589651482.0000,118139055.7107,0.0000,-10.0631
688596.SH,正帆科技,35.4125,-20.2985,-0.0470,307.0986,1.2690,863799316.0000,3569418.6612,30589322864.0000,126402160.5950,0.0000,-8.2426
688597.SH,煜邦电力,7.8135,-15.8784,-0.0244,306.1264,1.2650,591670782.0000,2444920.5868,4623047093.0000,19103500.3843,0.0000,-3.8225
688598.SH,金博股份,46.5038,-85.2225,-0.5643,484.5350,2.0022,722806001.0000,2986801.6570,33613256712.0000,138897755.0083,0.0000,-73.1667
688599.SH,天合光能,24.5042,-53.8791,-0.2671,192.7327,0.7964,4195990652.0000,17338804.3471,102819429554.0000,424873675.8430,0.0000,-41.8232
688600.SH,皖仪科技,17.6798,-39.3536,-0.1640,243.9601,1.0081,327550692.0000,1353515.2562,5791036796.0000,23929904.1157,0.0000,-27.2977
688601.SH,力芯微,46.0263,-8.3675,0.0302,936.3461,3.8692,719697058.0000,2973954.7851,33124991280.0000,136880129.2562,0.0000,3.6884
688602.SH,康鹏科技,10.9327,-38.7773,-0.1110,2243.2156,9.2695,2008863527.0000,8301088.9545,21962381000.0000,90753640.4959,0.0000,-26.7214
688603.SH,天承科技,57.2945,-41.6398,-0.1291,1351.4384,5.5845,199960073.0000,826281.2934,11456602981.0000,47341334.6322,0.0000,-29.5839
688606.SH,奥泰生物,62.5303,5.3097,0.0742,371.4059,1.5347,141405474.0000,584320.1405,8842122253.0000,36537695.2603,0.0000,17.3656
688607.SH,康众医疗,15.3494,-40.7247,-0.1557,415.3869,1.7165,326235332.0000,1348079.8843,5007515534.0000,20692212.9504,0.0000,-28.6688
688608.SH,恒玄科技,130.7033,27.8112,0.1419,300.4253,1.2414,310062167.0000,1281248.6240,40526161859.0000,167463478.7562,0.0000,39.8671
688609.SH,九联科技,10.9534,-14.9834,0.0498,1994.3465,8.2411,7160990386.0000,29590869.3636,78437488935.0000,324121855.1033,0.0000,-2.9275
688610.SH,埃科光电,41.0377,-55.4886,-0.2821,786.6593,3.2507,111256224.0000,459736.4628,4565698161.0000,18866521.3264,0.0000,-43.4327
688611.SH,杭州柯林,30.5276,-34.3181,0.0274,539.0506,2.2275,142590997.0000,589218.9959,4352955586.0000,17987419.7769,0.0000,-22.2622
688612.SH,威迈斯,36.7167,-58.2908,-0.3061,1050.4041,4.3405,356075593.0000,1471386.7479,13073916923.0000,54024450.0950,0.0000,-46.2350
688613.SH,奥精医疗,17.7515,-33.6485,-0.1266,309.8624,1.2804,343133395.0000,1417906.5909,6091140975.0000,25170004.0289,0.0000,-21.5926
688616.SH,西力科技,11.2666,-29.2088,-0.0096,559.5062,2.3120,413939191.0000,1710492.5248,4663667992.0000,19271355.3388,0.0000,-17.1529
688617.SH,惠泰医疗,412.7378,9.9437,0.2183,192.0612,0.7936,109508885.0000,452516.0537,45198460212.0000,186770496.7438,0.0000,21.9995
688618.SH,三旺通信,43.8710,-65.3950,-0.2013,332.7530,1.3750,178923711.0000,739354.1777,7849566903.0000,32436226.8719,0.0000,-53.3391
688619.SH,罗普特,10.6266,-51.3636,-0.2198,570.9263,2.3592,646610596.0000,2671944.6116,6871287114.0000,28393748.4050,0.0000,-39.3078
688620.SH,安凯微,10.5785,-48.5653,-0.2245,1007.2353,4.1621,938108215.0000,3876480.2273,9923746139.0000,41007215.4504,0.0000,-36.5094
688621.SH,阳光诺和,57.7965,-38.3241,-0.1615,279.3758,1.1544,237842128.0000,982818.7107,13746453954.0000,56803528.7355,0.0000,-26.2683
688622.SH,禾信仪器,24.0120,-49.6176,-0.2171,386.7648,1.5982,149903835.0000,619437.3347,3599496180.0000,14873951.1570,0.0000,-37.5617
688623.SH,双元科技,70.9327,-41.6150,-0.1956,402.8759,1.6648,55954032.0000,231215.0083,3968970274.0000,16400703.6116,0.0000,-29.5592
688625.SH,呈和科技,36.3226,-13.0305,-0.0146,89.4922,0.3698,78073761.0000,322618.8471,2835838360.0000,11718340.3306,0.0000,-0.9747
688626.SH,翔宇医疗,42.3111,-28.8837,-0.0911,339.7160,1.4038,224502753.0000,927697.3264,9498962344.0000,39251910.5124,0.0000,-16.8279
688627.SH,精智达,67.1228,-52.0602,-0.2058,1492.1309,6.1658,322965177.0000,1334566.8471,21678319721.0000,89579833.5579,0.0000,-40.0043
688628.SH,优利德,38.2469,-34.6128,-0.1334,418.0139,1.7273,196356818.0000,811391.8099,7510043117.0000,31033236.0207,0.0000,-22.5569
688629.SH,华丰科技,25.3601,26.4961,0.2449,2574.4098,10.6381,1644861897.0000,6796949.9876,41713874630.0000,172371382.7686,0.0000,38.5520
688630.SH,芯碁微装,67.9383,-26.3002,-0.0696,489.0739,2.0210,416253444.0000,1720055.5537,28279571109.0000,116857731.8554,0.0000,-14.2443
688631.SH,莱斯信息,56.6106,47.5767,0.2881,2115.0983,8.7401,795028233.0000,3285240.6322,45007034163.0000,185979480.0124,0.0000,59.6326
688633.SH,星球石墨,26.1248,-36.8213,-0.0042,293.7520,1.2139,145301931.0000,600421.2025,3795984378.0000,15685885.8595,0.0000,-24.7654
688636.SH,智明达,37.5986,-52.7377,-0.0775,702.1080,2.9013,455182159.0000,1880918.0124,17114191672.0000,70719800.2975,0.0000,-40.6818
688638.SH,誉辰智能,54.7739,-61.8920,-0.2293,708.9749,2.9296,67810534.0000,280208.8182,3714249715.0000,15348139.3182,0.0000,-49.8362
688639.SH,华恒生物,91.2637,-54.0736,-0.1300,197.5289,0.8162,257431112.0000,1063764.9256,23494107703.0000,97083089.6818,0.0000,-42.0178
688646.SH,逸飞激光,35.9800,-46.0381,-0.1919,1302.0164,5.3802,245017637.0000,1012469.5744,8815732363.0000,36428646.1281,0.0000,-33.9823
688648.SH,中邮科技,26.8286,41.6996,0.5535,2654.8767,14.5872,771478325.0000,4238891.8956,20697680924.0000,113723521.5604,0.0000,-32.8760
688651.SH,盛邦安全,44.5711,-49.6396,-0.1722,2183.8265,9.0241,363326588.0000,1501349.5372,16193854186.0000,66916752.8347,0.0000,-37.5837
688652.SH,京仪装备,49.0455,29.2332,0.3418,1145.9174,6.7407,441076997.0000,2594570.5706,21632850550.0000,127252062.0588,0.0000,-20.6988
688653.SH,康希通信,16.1891,11.6190,0.4860,1812.1606,10.1807,945974419.0000,5314463.0281,15314499036.0000,86036511.4382,0.0000,-49.2975
688655.SH,迅捷兴,11.1859,-42.9337,-0.1511,666.9630,2.7560,583407330.0000,2410774.0909,6525924091.0000,26966628.4752,0.0000,-30.8778
688656.SH,浩欧博,29.7014,-33.2028,-0.1102,306.2214,1.2654,97965144.0000,404814.6446,2909705173.0000,12023575.0950,0.0000,-21.1469
688657.SH,浩辰软件,70.5235,-68.9458,-0.3380,849.6136,4.1243,86155861.0000,418232.3350,6076011199.0000,29495199.9951,0.0000,-56.9490
688658.SH,悦康药业,18.3893,5.8160,0.0753,502.9258,2.0782,1078348263.0000,4455984.5579,19830089665.0000,81942519.2769,0.0000,17.8719
688659.SH,元琛科技,8.8558,-59.6413,-0.2961,724.1377,2.9923,761345102.0000,3146054.1405,6742355008.0000,27860971.1074,0.0000,-47.5854
688660.SH,电气风电,4.0837,-45.4383,-0.2174,235.9104,0.9748,1464012958.0000,6049640.3223,5978661926.0000,24705214.5702,0.0000,-33.3824
688661.SH,和林微纳,40.9853,-55.1712,-0.1266,923.1113,3.8145,452476956.0000,1869739.4876,18544902113.0000,76631826.9132,0.0000,-43.1153
688662.SH,富信科技,32.1604,-46.6405,-0.1592,948.5302,3.9195,553110015.0000,2285578.5744,17788222580.0000,73505051.9835,0.0000,-34.5846
688663.SH,新风光,25.1826,-35.1220,-0.1225,540.4631,2.2333,540157443.0000,2232055.5496,13602559509.0000,56208923.5909,0.0000,-23.0661
688665.SH,四方光电,56.0654,-70.4916,-0.2978,333.3277,1.3774,119645475.0000,494402.7893,6707971052.0000,27718888.6446,0.0000,-58.4357
688667.SH,菱电电控,63.8301,-56.2667,-0.2720,491.0103,2.0290,152631297.0000,630707.8388,9742464310.0000,40258116.9835,0.0000,-44.2108
688668.SH,鼎通科技,48.3344,-51.5837,-0.0268,1353.2619,5.5920,1126948958.0000,4656813.8760,54470360676.0000,225084135.0248,0.0000,-39.5278
688669.SH,聚石化学,14.7156,-44.2297,-0.1887,416.0162,1.7191,258441554.0000,1067940.3058,3803125185.0000,15715393.3264,0.0000,-32.1738
688670.SH,金迪克,25.6115,-64.6931,-0.3776,533.9669,2.2065,239349152.0000,989046.0826,6130084577.0000,25330928.0041,0.0000,-52.6372
688671.SH,碧兴物联,41.5224,-62.3282,-0.2973,2795.0885,11.5500,474665433.0000,1961427.4091,19709265223.0000,81443244.7231,0.0000,-50.2723
688676.SH,金盘科技,43.3751,19.3511,0.1192,391.8592,1.6193,1154725837.0000,4771594.3678,50086342865.0000,206968358.9463,0.0000,31.4070
688677.SH,海泰新光,49.1375,-35.5062,-0.1403,327.8160,1.3546,294131815.0000,1215420.7231,14452909689.0000,59722767.3099,0.0000,-23.4503
688678.SH,福立旺,15.0889,-58.3450,-0.1571,364.5959,1.5066,508197581.0000,2099990.0041,7668125719.0000,31686469.9132,0.0000,-46.2891
688679.SH,通源环境,11.2944,-56.1956,-0.2807,440.9389,1.8221,374375820.0000,1547007.5207,4228356627.0000,17472548.0455,0.0000,-44.1397
688680.SH,海优新材,52.4833,-71.0204,-0.4342,773.3537,3.1957,518352961.0000,2141954.3843,27204874865.0000,112416838.2851,0.0000,-58.9645
688681.SH,科汇股份,11.3932,-40.5443,-0.1567,574.3447,2.3733,407094633.0000,1682209.2273,4638100448.0000,19165704.3306,0.0000,-28.4884
688682.SH,霍莱沃,36.7839,-39.5134,-0.1214,407.0716,1.6821,221319602.0000,914543.8099,8141008851.0000,33640532.4421,0.0000,-27.4575
688683.SH,莱尔科技,20.2264,-36.1665,-0.1202,286.2032,1.1827,205031625.0000,847238.1198,4147060866.0000,17136615.1488,0.0000,-24.1106
688685.SH,迈信林,30.6082,22.3810,0.2834,1069.0339,4.4175,683419027.0000,2824045.5661,20918244257.0000,86439025.8554,0.0000,34.4368
688686.SH,奥普特,85.8003,-56.7009,-0.2916,264.4213,1.0927,188202746.0000,777697.2975,16147843886.0000,66726627.6281,0.0000,-44.6450
688687.SH,凯因科技,27.4095,16.1094,0.1458,809.4278,3.3447,1102805087.0000,4557045.8140,30227385341.0000,124906550.9959,0.0000,28.1653
688689.SH,银河微电,21.9907,-24.7381,-0.0554,503.5703,2.0809,338091310.0000,1397071.5289,7434854785.0000,30722540.4339,0.0000,-12.6822
688690.SH,纳微科技,24.1595,-51.8347,-0.2635,365.6494,1.5109,792294993.0000,3273946.2521,19141459874.0000,79096941.6281,0.0000,-39.7789
688691.SH,灿芯股份,52.8401,141.1883,1.8460,1185.8016,14.2868,284183261.0000,3423894.7108,15016262578.0000,180918826.2410,0.0000,2.0486
688692.SH,达梦数据,225.6568,149.3100,3.9695,528.4728,12.2901,75492617.0000,1755642.2558,17035424814.0000,396172670.0930,0.0000,-4.1964
688693.SH,锴威特,43.1522,-25.1286,0.1592,3134.0378,13.2238,534511674.0000,2255323.5190,23065380136.0000,97322279.0549,0.0000,-55.6325
688695.SH,中创股份,38.3949,21.8012,0.6668,1271.2771,12.4635,228640013.0000,2241568.7549,8778612107.0000,86064824.5784,0.0000,-37.8763
688696.SH,极米科技,97.9941,-57.6250,-0.3116,273.1904,1.1289,154359836.0000,637850.5620,15126352435.0000,62505588.5744,0.0000,-45.5691
688697.SH,纽威数控,18.9207,-35.7522,-0.1179,905.5796,3.7421,736669529.0000,3044088.9628,13938322148.0000,57596372.5124,0.0000,-23.6963
688698.SH,伟创电气,30.8606,-32.9626,-0.1071,608.2490,2.5134,538046713.0000,2223333.5248,16604434497.0000,68613365.6901,0.0000,-20.9067
688699.SH,明微电子,34.0975,-40.9187,-0.1596,343.7681,1.4205,273556583.0000,1130399.1033,9327587076.0000,38543748.2479,0.0000,-28.8628
688700.SH,东威科技,43.8507,-66.8234,-0.2736,551.3343,2.2782,864121755.0000,3570751.0537,37892347478.0000,156579948.2562,0.0000,-54.7676
688701.SH,卓锦股份,6.4458,-46.5692,-0.1620,715.2728,2.9557,480251653.0000,1984510.9628,3095603621.0000,12791750.5000,0.0000,-34.5133
688702.SH,盛科通信,46.0539,-3.8912,0.1052,1617.9058,7.4216,618021460.0000,2834960.8257,28462281349.0000,130560923.6193,0.0000,-25.9448
688707.SH,振华新材,14.9245,-71.4620,-0.4657,322.6615,1.3333,935745901.0000,3866718.5992,13965494057.0000,57708653.1281,0.0000,-59.4062
688709.SH,成都华微,21.6337,7.3295,0.1433,1411.1017,11.6620,1012725689.0000,8369633.7934,21908994668.0000,181066071.6364,0.0000,-15.6228
688711.SH,宏微科技,31.8343,-74.6801,-0.3717,540.6416,2.2341,715929412.0000,2958386.0000,22791088218.0000,94178050.4876,0.0000,-62.6242
688716.SH,中研股份,30.8112,-39.6831,-0.1467,1834.0814,8.5705,508627953.0000,2376766.1355,15671439267.0000,73231024.6121,0.0000,-35.7811
688717.SH,艾罗能源,77.0295,35.5552,0.4216,1911.4846,13.0924,403218840.0000,2761772.8767,31059736456.0000,212737920.9315,0.0000,-10.6527
688718.SH,唯赛勃,12.8027,-50.1531,-0.2387,393.2801,1.6251,225627074.0000,932343.2810,2888637868.0000,11936520.1157,0.0000,-38.0972
688719.SH,爱科赛博,55.9214,-67.1478,-0.3124,1231.1007,5.9188,232665499.0000,1118584.1298,13010978446.0000,62552780.9904,0.0000,-56.9561
688720.SH,艾森股份,43.8798,29.4328,0.5334,2345.5999,14.2158,400554209.0000,2427601.2667,17576253051.0000,106522745.7636,0.0000,-37.1237
688721.SH,龙图光罩,34.8066,72.9730,20.2212,230.9153,57.7288,57948844.0000,14487211.0000,2017001153.0000,504250288.2500,0.0000,-8.1319
688722.SH,同益中,12.8167,-35.3312,-0.1412,455.6296,1.8828,578207876.0000,2389288.7438,7410718742.0000,30622804.7190,0.0000,-23.2754
688728.SH,格科微,16.2683,-29.7143,-0.1142,193.4447,0.7994,2155263407.0000,8906047.1364,35062490548.0000,144886324.5785,0.0000,-17.6584
688733.SH,壹石通,25.1637,-57.8435,-0.2885,521.9864,2.1570,750986064.0000,3103248.1983,18897551658.0000,78089056.4380,0.0000,-45.7876
688737.SH,中自科技,24.2397,-49.8425,-0.2293,432.7584,1.7883,304538609.0000,1258424.0041,7381914471.0000,30503778.8058,0.0000,-37.7866
688739.SH,成大生物,30.0864,-28.2901,-0.1146,180.0526,0.7440,339532987.0000,1403028.8719,10215337956.0000,42212140.3140,0.0000,-16.2342
688766.SH,普冉股份,93.3988,-34.3688,0.0257,706.2357,2.9183,336503925.0000,1390512.0868,31429062598.0000,129872159.4959,0.0000,-22.3129
688767.SH,博拓生物,29.0916,-11.1935,-0.0029,460.8496,1.9043,184962917.0000,764309.5744,5380876371.0000,22235026.3264,0.0000,0.8624
688768.SH,容知日新,33.7816,-57.5934,-0.2905,613.4781,2.5350,306578259.0000,1266852.3099,10356712358.0000,42796332.0579,0.0000,-45.5376
688772.SH,珠海冠宇,16.1776,-36.6172,-0.1352,454.5639,1.8784,3478147159.0000,14372508.9215,56267937005.0000,232512136.3843,0.0000,-24.5613
688776.SH,国光电气,75.1292,-47.8718,-0.1897,979.1585,4.0461,337075589.0000,1392874.3347,25324226284.0000,104645563.1570,0.0000,-35.8160
688777.SH,中控技术,43.8470,-31.8081,-0.1232,317.0704,1.3102,2242408900.0000,9266152.4793,98323011739.0000,406293436.9380,0.0000,-19.7522
688778.SH,厦钨新能,35.9280,-34.4528,-0.1296,221.0619,0.9135,385547008.0000,1593169.4545,13851944833.0000,57239441.4587,0.0000,-22.3970
688779.SH,五矿新能,6.3160,-58.3562,-0.3303,358.9333,1.4832,3742083579.0000,15463155.2851,23634873516.0000,97664766.5950,0.0000,-46.3003
688786.SH,悦安新材,33.6360,-54.6380,-0.1528,239.3873,0.9892,148445553.0000,613411.3760,4993120665.0000,20632730.0207,0.0000,-42.5821
688787.SH,海天瑞声,69.7106,-46.9440,-0.1486,1275.9714,5.2726,526360715.0000,2175044.2769,36692899605.0000,151623552.0868,0.0000,-34.8881
688788.SH,科思科技,31.1864,-35.5808,-0.1345,139.3226,0.5757,131571244.0000,543682.8264,4103230725.0000,16955498.8636,0.0000,-23.5250
688789.SH,宏华数科,96.5838,-35.5919,0.0257,258.9591,1.0701,196352372.0000,811373.4380,18964459410.0000,78365534.7521,0.0000,-23.5361
688793.SH,倍轻松,32.8549,-15.1963,-0.0316,586.8819,2.4251,224285792.0000,926800.7934,7368877337.0000,30449906.3512,0.0000,-3.1405
688798.SH,艾为电子,61.1331,-40.7012,-0.1592,300.6904,1.2425,405285055.0000,1674731.6322,24776327814.0000,102381519.8926,0.0000,-28.6453
688799.SH,华纳药厂,44.1496,-2.7342,0.0382,503.3253,2.0799,287856249.0000,1189488.6322,12708734901.0000,52515433.4752,0.0000,9.3217
688800.SH,瑞可达,33.7247,-51.3218,-0.2340,481.1975,1.9884,502434050.0000,2076173.7603,16944456909.0000,70018416.9793,0.0000,-39.2659
688819.SH,天能股份,28.5598,-39.1008,-0.1703,161.4504,0.6672,478401890.0000,1976867.3140,13663045080.0000,56458863.9669,0.0000,-27.0449
688981.SH,中芯国际,49.3747,0.0413,0.0226,320.4463,1.3242,6319860343.0000,26115125.3843,312041033879.0000,1289425759.8306,0.0000,12.0971
689009.SH,九号公司,34.3540,37.1368,0.1721,296.5654,1.2255,1552454427.0000,6415100.9380,53332974838.0000,220384193.5455,0.0000,49.1927
000001.SZ,平安银行,10.3971,-17.4342,-0.0421,145.2605,0.6002,28188591177.0000,116481781.7231,293078751795.8600,1211069222.2969,0.0000,-5.3783
000002.SZ,万科A,8.9683,-51.3220,-0.2494,366.7656,1.5156,35638191819.0000,147265255.4504,319615125001.1100,1320723657.0294,0.0000,-39.2662
000004.SZ,国华网安,14.4763,-42.3756,-0.1391,2014.4240,8.3241,2541856700.0000,10503540.0826,36796802296.0700,152052902.0499,0.0000,-30.3197
000006.SZ,深振业A,4.5867,-26.6038,-0.0837,593.2378,2.4514,8008635110.0000,33093533.5124,36733323787.1800,151790594.1619,0.0000,-14.5479
000007.SZ,全新好,4.7965,-8.2515,-0.0048,250.1836,1.0381,772937282.0000,3207208.6390,3707406085.3100,15383427.7399,0.0000,3.8044
000008.SZ,神州高铁,2.4065,-14.4033,-0.0338,365.6217,1.5108,9793758505.0000,40470076.4669,23569039624.0500,97392725.7192,0.0000,-2.3474
000009.SZ,中国宝安,10.7873,-26.7203,-0.1082,151.8765,0.6276,3875023855.0000,16012495.2686,41801100789.5000,172731821.4442,0.0000,-14.6644
000010.SZ,美丽生态,2.9708,-37.3134,-0.1025,2147.8960,8.8756,11215700875.0000,46345871.3843,33319393143.4100,137683442.7414,0.0000,-25.2576
000011.SZ,深物业A,9.2422,-8.9234,0.0074,324.1262,1.3394,1706445342.0000,7051427.0331,15771385826.0200,65171015.8100,0.0000,3.1325
000012.SZ,南玻A,5.5457,-15.2961,-0.0404,155.8317,0.6439,3051953406.0000,12611377.7107,16925239881.1500,69939007.7733,0.0000,-3.2402
000014.SZ,沙河股份,11.9074,-35.2857,-0.1313,1128.9171,4.6649,2732501095.0000,11291326.8388,32536933330.2300,134450137.7282,0.0000,-23.2298
000016.SZ,深康佳A,3.2103,-50.9677,-0.2506,298.9715,1.2354,4773359937.0000,19724627.8388,15323709038.6100,63321111.7298,0.0000,-38.9119
000017.SZ,深中华A,9.3350,35.2423,0.1976,2299.2711,9.5011,6966445699.0000,28786965.6983,65032072366.9100,268727571.7641,0.0000,47.2982
000019.SZ,深粮控股,6.8328,-23.6776,-0.0841,326.4595,1.3490,1358777828.0000,5614784.4132,9284299341.4900,38364873.3119,0.0000,-11.6217
000020.SZ,深华发A,13.8176,-19.4816,-0.0191,814.9129,3.3674,1476340177.0000,6100579.2438,20399546552.0700,84295646.9094,0.0000,-7.4257
000021.SZ,深科技,15.3141,-26.2458,-0.0831,640.1187,2.6451,9985883954.0000,41263983.2810,152925073641.2100,631921791.9058,0.0000,-14.1900
000023.SZ,*ST深天,3.9523,-73.6196,-0.5339,364.6007,1.5921,505906249.0000,2209197.5939,1999484952.1200,8731375.3368,0.0000,-61.5638
000025.SZ,特力A,15.9399,-17.3373,-0.0458,405.2071,1.6744,1591565608.0000,6576717.3884,25369357183.4500,104832054.4771,0.0000,-5.2814
000026.SZ,飞亚达,10.5914,-22.4525,-0.0665,298.6673,1.2342,1082896507.0000,4474778.9545,11469377118.0200,47394120.3224,0.0000,-10.3966
000027.SZ,深圳能源,6.7207,-2.0649,0.0088,105.0815,0.4342,4999136138.0000,20657587.3471,33597549097.7600,138832847.5114,0.0000,9.9910
000028.SZ,国药一致,31.6852,-13.1289,-0.0302,247.4490,1.0225,1182938895.0000,4888177.2521,37481692148.4400,154883025.4068,0.0000,-1.0730
000029.SZ,深深房A,11.7007,-6.5878,0.0035,135.8965,0.5616,1211734373.0000,5007166.8306,14178181943.8600,58587528.6936,0.0000,5.4680
000030.SZ,富奥股份,5.3553,-9.1082,0.0030,157.4092,0.6505,2663693901.0000,11006999.5909,14264814637.5900,58945515.0314,0.0000,2.9477
000031.SZ,大悦城,3.0214,-43.0876,-0.2041,100.3175,0.4145,4015592852.0000,16593358.8926,12132593356.7800,50134683.2925,0.0000,-31.0317
000032.SZ,深桑达A,19.7560,-54.0111,-0.2591,849.9405,3.5122,5480108994.0000,22645078.4876,108265196457.2900,447376844.8648,0.0000,-41.9552
000034.SZ,神州数码,29.1720,-19.8789,-0.0309,1148.4479,4.7457,6321088167.0000,26120199.0372,184398752988.2000,761978318.1331,0.0000,-7.8230
000035.SZ,中国天楹,4.7418,-14.9813,-0.0351,239.3359,0.9890,5871737450.0000,24263377.8926,27842882242.0100,115053232.4050,0.0000,-2.9254
000036.SZ,华联控股,3.4463,-29.1080,-0.1215,197.2988,0.8153,2920621253.0000,12068682.8636,10065359496.9400,41592394.6155,0.0000,-17.0521
000037.SZ,深南电A,9.1569,-26.1122,-0.0702,1307.6361,5.4035,4431505160.0000,18312004.7934,40578699952.8900,167680578.3177,0.0000,-14.0563
000039.SZ,中集集团,8.5339,-3.0343,0.0162,263.0548,1.0870,6053962839.0000,25016375.3678,51663731392.2300,213486493.3563,0.0000,9.0216
000040.SZ,ST旭蓝,2.9794,-66.2708,-0.5089,331.8484,1.6845,3518723218.0000,17861539.1777,10483611590.9100,53216302.4919,0.0000,-54.2149
000042.SZ,中洲控股,4.8593,-50.9025,-0.2290,439.0754,1.8144,2915414274.0000,12047166.4215,14166794700.0800,58540473.9673,0.0000,-38.8467
000045.SZ,深纺织A,10.3078,-25.1961,-0.0763,356.8280,1.4930,1630781817.0000,6823354.8828,16809777566.0800,70333797.3476,0.0000,-13.1402
000048.SZ,京基智农,17.7546,-27.0640,-0.1078,228.5782,0.9445,1196011083.0000,4942194.5579,21234648082.9200,87746479.6815,0.0000,-15.0081
000049.SZ,德赛电池,25.4004,-32.6264,-0.0816,400.3578,1.6964,1460071662.0000,6186744.3305,37086473758.4400,157146075.2476,0.0000,-20.5705
000050.SZ,深天马A,8.8366,-26.7454,-0.1076,138.8193,0.5736,3301874392.0000,13644109.0579,29177267900.2200,120567222.7282,0.0000,-14.6896
