证券代码,证券名称,"区间成交均价
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[复权方式]    不复权
[单位]    元","区间涨跌幅
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[复权方式]    不复权
[单位]    %","区间日均涨跌幅
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[复权方式]    不复权
[单位]    %","区间换手率
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[单位]    %","区间日均换手率
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[单位]    %","区间成交量
[起始交易日期]    截止日52周前
[截止交易日期]    最新","区间日均成交量
[起始交易日期]    截止日52周前
[截止交易日期]    最新","区间成交额
[起始交易日期]    截止日52周前
[截止交易日期]    最新","区间日均成交额
[起始交易日期]    截止日52周前
[截止交易日期]    最新","区间振幅
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[单位]    %","相对大盘区间涨跌幅
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[大盘指数选项]    上证指数
[复权方式]    不复权
[单位]    %"
688328.SH,深科达,24.1775,-47.0740,-0.1528,1826.4605,7.5474,1152444317.0000,4762166.5992,27863167169.0000,115137054.4174,0.0000,-35.0181
688329.SH,艾隆科技,21.0313,-49.7248,-0.2091,689.9967,2.8512,329011282.0000,1359550.7521,6919519277.0000,28593054.8636,0.0000,-37.6689
688330.SH,宏力达,25.4799,-41.4325,-0.1907,210.0005,0.8678,199973620.0000,826337.2727,5095308910.0000,21054995.4959,0.0000,-29.3766
688331.SH,荣昌生物,49.1022,-54.7417,-0.2556,378.9460,1.5659,609930208.0000,2520372.7603,29948909122.0000,123755822.8182,0.0000,-42.6858
688332.SH,中科蓝讯,63.7121,-22.2435,-0.0604,648.4286,2.6795,269251449.0000,1112609.2934,17154581547.0000,70886700.6074,0.0000,-10.1876
688333.SH,铂力特,81.1105,-58.3632,-0.1766,245.7087,1.0153,447071584.0000,1847403.2397,36262188704.0000,149843754.9752,0.0000,-46.3073
688334.SH,西高院,16.2147,-18.2336,-0.0555,852.4181,3.5224,630903467.0000,2607039.1198,10229924077.0000,42272413.5413,0.0000,-6.1777
688335.SH,复洁环保,12.7707,-60.6850,-0.1703,200.4162,0.8282,217945244.0000,900600.1818,2783306783.0000,11501267.6983,0.0000,-48.6291
688336.SH,三生国健,22.0095,-7.0975,0.0032,636.6532,2.6308,611683632.0000,2527618.3140,13462838865.0000,55631565.5579,0.0000,4.9584
688337.SH,普源精电,35.6979,-53.5913,-0.2698,526.8937,2.2711,324039527.0000,1396722.0991,11567522115.0000,49860009.1164,0.0000,-41.5354
688338.SH,赛科希德,27.6667,-31.9077,-0.1213,200.3932,0.8281,157462562.0000,650671.7438,4356469545.0000,18001940.2686,0.0000,-19.8518
688339.SH,亿华通,40.4718,-68.1744,-0.2855,371.9910,1.5372,429879671.0000,1776362.2769,17398000620.0000,71892564.5455,0.0000,-56.1185
688343.SH,云天励飞,38.7564,-55.2143,-0.2588,935.8111,3.8670,1116831816.0000,4615007.5041,43284388142.0000,178861108.0248,0.0000,-43.1584
688345.SH,博力威,26.5431,-57.7626,-0.3022,578.7933,2.3917,158680706.0000,655705.3967,4211874645.0000,17404440.6818,0.0000,-45.7067
688347.SH,华虹公司,38.3028,-36.9193,-0.1531,1274.9455,5.2684,1943758939.0000,8032061.7314,74451502599.0000,307650837.1859,0.0000,-24.8634
688348.SH,昱能科技,89.3596,-72.2740,-0.3262,685.3862,2.8322,416975391.0000,1723038.8058,37260749679.0000,153970039.9959,0.0000,-60.2181
688349.SH,三一重能,27.6262,-25.6306,-0.0985,247.7153,1.0236,458274443.0000,1893696.0455,12660396770.0000,52315689.1322,0.0000,-13.5748
688350.SH,富淼科技,14.4769,-36.7891,-0.1529,224.4930,0.9277,184583471.0000,762741.6157,2672197366.0000,11042137.8760,0.0000,-24.7332
688351.SH,微电生理,22.2388,43.4375,0.1936,430.9364,1.7807,476980460.0000,1970993.6364,10607468227.0000,43832513.3347,0.0000,55.4934
688352.SH,颀中科技,11.8363,-23.1187,-0.0630,823.2824,3.4020,1574933003.0000,6507987.6157,18641359580.0000,77030411.4876,0.0000,-11.0628
688353.SH,华盛锂电,25.2805,-55.2632,-0.3036,256.0248,1.0580,150748951.0000,622929.5496,3811004415.0000,15747952.1281,0.0000,-43.2073
688355.SH,明志科技,16.9511,-50.4572,-0.2228,611.7070,2.5277,275416094.0000,1138083.0331,4668604825.0000,19291755.4752,0.0000,-38.4013
688356.SH,键凯科技,91.4833,-48.2009,-0.2086,258.1601,1.0668,135060183.0000,558099.9298,12355748965.0000,51056813.9050,0.0000,-36.1450
688357.SH,建龙微纳,43.3669,-65.9954,-0.3148,241.6014,0.9984,207610294.0000,857893.7769,9003405447.0000,37204154.7397,0.0000,-53.9395
688358.SH,祥生医疗,33.8469,-37.9069,-0.1370,267.8049,1.1066,300275009.0000,1240805.8223,10163381013.0000,41997442.2025,0.0000,-25.8510
688359.SH,三孚新科,57.7313,-54.1239,-0.2590,362.9149,1.4996,203015642.0000,838907.6116,11720364845.0000,48431259.6901,0.0000,-42.0680
688360.SH,德马科技,16.8278,-44.5636,-0.0615,216.7373,0.8956,277606745.0000,1147135.3099,4671508015.0000,19303752.1281,0.0000,-32.5077
688361.SH,中科飞测,61.8344,-29.4355,-0.0919,750.9703,3.1032,689436370.0000,2848910.6198,42630893588.0000,176160717.3058,0.0000,-17.3796
688362.SH,甬矽电子,24.8139,-41.3437,-0.1441,1131.1409,4.6741,1443866982.0000,5966392.4876,35827994638.0000,148049564.6198,0.0000,-29.2878
688363.SH,华熙生物,67.4815,-35.2668,-0.1549,222.5727,0.9197,441090579.0000,1822688.3430,29765470965.0000,122997813.9050,0.0000,-23.2109
688365.SH,光云科技,9.1317,-57.3180,-0.2769,409.4106,1.6918,1737944682.0000,7181589.5950,15870402581.0000,65580175.9545,0.0000,-45.2621
688366.SH,昊海生科,97.1890,-32.2456,0.0079,106.0633,0.4383,152015171.0000,628161.8636,14774196956.0000,61050400.6446,0.0000,-20.1898
688367.SH,工大高科,14.7668,-30.1330,-0.1006,291.0087,1.2025,196276929.0000,811061.6901,2898390461.0000,11976820.0868,0.0000,-18.0772
688368.SH,晶丰明源,80.4069,-54.7130,-0.1333,235.2454,0.9721,158682134.0000,655711.2975,12759133636.0000,52723692.7107,0.0000,-42.6572
688369.SH,致远互联,26.1130,-72.1044,-0.4681,513.4064,2.1215,591218903.0000,2443053.3182,15438473126.0000,63795343.4959,0.0000,-60.0486
688370.SH,丛麟科技,21.3812,-41.7279,-0.1998,168.2721,0.6953,71678544.0000,296192.3306,1532573252.0000,6332947.3223,0.0000,-29.6721
688371.SH,菲沃泰,14.3031,-55.2817,-0.2728,513.0907,2.1202,565719844.0000,2337685.3058,8091555932.0000,33436181.5372,0.0000,-43.2258
688372.SH,伟测科技,67.0124,-60.0875,-0.2988,776.6424,3.2093,432919820.0000,1788924.8760,29010977170.0000,119880070.9504,0.0000,-48.0316
688373.SH,盟科药业,5.7978,-37.6119,-0.1450,422.7462,1.7469,1461402009.0000,6038851.2769,8472950991.0000,35012194.1777,0.0000,-25.5561
688375.SH,国博电子,71.1478,-46.9224,-0.0667,108.5074,0.4484,197063760.0000,814313.0579,14020655543.0000,57936593.1529,0.0000,-34.8665
688376.SH,美埃科技,34.0962,-21.8849,-0.0600,710.9095,2.9376,290463776.0000,1200263.5372,9903710999.0000,40924425.6157,0.0000,-9.8290
688377.SH,迪威尔,19.9049,-56.3265,-0.2819,224.9581,0.9296,433935939.0000,1793123.7149,8637473158.0000,35692037.8430,0.0000,-44.2707
688378.SH,奥来德,34.5291,-60.3602,-0.1680,457.6016,1.8909,533868419.0000,2206067.8471,18433978243.0000,76173463.8141,0.0000,-48.3043
688379.SH,华光新材,17.5142,-31.7277,-0.1090,282.9528,1.1692,247865290.0000,1024236.7355,4341159718.0000,17938676.5207,0.0000,-19.6719
688380.SH,中微半导,19.4991,-37.3932,-0.1430,444.7296,1.8377,620500160.0000,2564050.2479,12099211875.0000,49996743.2851,0.0000,-25.3374
688381.SH,帝奥微,21.3125,-38.1149,-0.1481,345.1082,1.4261,620709489.0000,2564915.2438,13228867198.0000,54664740.4876,0.0000,-26.0590
688382.SH,益方生物,11.5482,-41.2662,-0.1647,403.9400,1.6692,1474243498.0000,6091915.2810,17024921936.0000,70350917.0909,0.0000,-29.2103
688383.SH,新益昌,76.4114,-65.6871,-0.3669,563.1006,2.3269,219834423.0000,908406.7066,16797864943.0000,69412665.0537,0.0000,-53.6312
688385.SH,复旦微电,35.8058,-43.4434,-0.1833,525.3274,2.1708,1679256505.0000,6939076.4669,60127121182.0000,248459178.4380,0.0000,-31.3875
688386.SH,泛亚微透,35.1966,-35.0000,-0.1257,270.5409,1.1179,177592746.0000,733854.3223,6250654497.0000,25829150.8141,0.0000,-22.9441
688387.SH,信科移动,6.6082,-31.3269,-0.1299,519.2836,2.1458,3417114721.0000,14120308.7645,22580934184.0000,93309645.3884,0.0000,-19.2711
688388.SH,嘉元科技,15.4783,-62.6700,-0.3663,277.0696,1.1449,1157549802.0000,4783263.6446,17916955669.0000,74037006.8967,0.0000,-50.6141
688389.SH,普门科技,19.1441,-22.1332,-0.0655,176.1416,0.7279,753088442.0000,3111935.7107,14417180108.0000,59575124.4132,0.0000,-10.0773
688390.SH,固德威,106.1365,-65.6904,-0.2345,518.3183,2.1418,920559720.0000,3803965.7851,97704944732.0000,403739441.0413,0.0000,-53.6345
688391.SH,钜泉科技,41.5120,-59.2317,-0.1725,441.3563,1.8238,193148336.0000,798133.6198,8017970272.0000,33132108.5620,0.0000,-47.1759
688392.SH,骄成超声,64.6087,-65.4973,-0.3874,423.2653,1.7490,199465335.0000,824236.9215,12887199813.0000,53252891.7893,0.0000,-53.4414
688393.SH,安必平,21.2191,-37.7167,-0.1422,318.7252,1.3170,294534774.0000,1217085.8430,6249766537.0000,25825481.5579,0.0000,-25.6608
688395.SH,正弦电气,19.2163,-43.4820,-0.1813,428.6965,1.7715,187890791.0000,776408.2273,3610566951.0000,14919698.1446,0.0000,-31.4261
688396.SH,华润微,43.6267,-30.1119,-0.1303,71.9096,0.2971,950309220.0000,3926897.6033,41458862864.0000,171317615.1405,0.0000,-18.0560
688398.SH,赛特新材,27.8924,-62.1120,-0.2182,174.1565,0.7197,216185366.0000,893327.9587,6029926983.0000,24917053.6488,0.0000,-50.0561
688399.SH,硕世生物,59.9447,40.7658,0.1681,260.0767,1.0747,152456942.0000,629987.3636,9138985723.0000,37764403.8140,0.0000,52.8216
688400.SH,凌云光,22.1605,-44.5479,-0.1971,410.2813,1.6954,964130616.0000,3984010.8099,21365599840.0000,88287602.6446,0.0000,-32.4921
688401.SH,路维光电,28.5020,-32.2306,-0.1148,548.9422,2.2684,605175188.0000,2500723.9174,17248692147.0000,71275587.3843,0.0000,-20.1747
688403.SH,汇成股份,9.0538,-31.8095,-0.1166,417.9279,1.7270,2064508561.0000,8531027.1116,18691701173.0000,77238434.5992,0.0000,-19.7537
688408.SH,中信博,78.4425,-14.0984,0.1609,363.4128,1.5017,498353145.0000,2059310.5165,39092042451.0000,161537365.5000,0.0000,-2.0425
688409.SH,富创精密,63.0597,-57.3422,-0.1351,428.4223,1.7703,481867577.0000,1991188.3347,30386405132.0000,125563657.5703,0.0000,-45.2863
688410.SH,山外山,27.8006,-72.9349,-0.1621,548.5293,2.2667,444462200.0000,1836620.6612,12356317930.0000,51059165.0000,0.0000,-60.8791
688416.SH,恒烁股份,47.1078,-56.8336,-0.2590,1089.2161,4.5009,405107323.0000,1673997.2025,19083700845.0000,78858267.9545,0.0000,-44.7777
688418.SH,震有科技,19.3722,-5.7492,0.0876,1752.6402,7.2423,2604898906.0000,10764045.0661,50462546788.0000,208522920.6116,0.0000,6.3066
688419.SH,耐科装备,31.2605,-29.7650,-0.0559,1668.8917,6.8962,343601908.0000,1419842.5950,10741166707.0000,44384986.3926,0.0000,-17.7091
688420.SH,美腾科技,25.6096,-42.1513,-0.1940,407.2765,1.6830,103601103.0000,428103.7314,2653187060.0000,10963582.8926,0.0000,-30.0955
688425.SH,铁建重工,4.0205,-23.6786,-0.0913,356.6463,1.4737,5271079323.0000,21781319.5165,21192173513.0000,87570964.9298,0.0000,-11.6228
688426.SH,康为世纪,26.0546,-11.2393,0.0203,533.0247,2.2026,175509932.0000,725247.6529,4572834741.0000,18896011.3264,0.0000,0.8166
688428.SH,诺诚健华,9.5695,-7.4110,-0.0019,394.0763,1.6284,1005036012.0000,4153041.3719,9617668962.0000,39742433.7273,0.0000,4.6449
688429.SH,时创能源,20.5516,-38.9105,-0.1371,1382.6393,5.7134,446819192.0000,1846360.2975,9182846413.0000,37945646.3347,0.0000,-26.8546
688432.SH,有研硅,11.2988,-36.3510,-0.1565,323.3109,1.3360,769398642.0000,3179333.2314,8693305711.0000,35922750.8719,0.0000,-24.2951
688433.SH,华曙高科,26.8932,-49.6959,-0.2220,914.6528,3.7796,412057678.0000,1702717.6777,11081546207.0000,45791513.2521,0.0000,-37.6400
688435.SH,英方软件,49.2160,-71.8700,-0.4458,1024.2528,4.2324,260458985.0000,1076276.7975,12818746374.0000,52970026.3388,0.0000,-59.8142
688439.SH,振华风光,73.8592,-44.0469,-0.1991,387.2272,1.6001,375686317.0000,1552422.7975,27747903296.0000,114660757.4215,0.0000,-31.9910
688443.SH,智翔金泰,34.3954,14.9713,0.1136,600.2156,2.4802,517579354.0000,2138757.6612,17802367137.0000,73563500.5661,0.0000,27.0272
688448.SH,磁谷科技,29.3691,-36.4888,-0.1140,970.8448,4.0118,288021533.0000,1190171.6240,8458947270.0000,34954327.5620,0.0000,-24.4329
688450.SH,光格科技,34.4539,-56.5900,-0.2759,1125.0620,4.6490,174235591.0000,719981.7810,6003096931.0000,24806185.6653,0.0000,-44.5341
688455.SH,科捷智能,10.5942,-40.9682,-0.1904,193.9464,0.8014,201686498.0000,833415.2810,2136715588.0000,8829403.2562,0.0000,-28.9123
688456.SH,有研粉材,28.7209,-18.0556,-0.0169,386.4121,1.5967,307150119.0000,1269215.3678,8821633650.0000,36453031.6116,0.0000,-5.9997
688458.SH,美芯晟,55.7593,-69.7887,-0.2812,1181.2150,4.8811,281316399.0000,1162464.4587,15686014484.0000,64818241.6694,0.0000,-57.7328
688459.SH,哈铁科技,9.3519,-15.9420,-0.0536,466.8596,1.9292,493288198.0000,2038380.9835,4613186331.0000,19062753.4339,0.0000,-3.8862
688466.SH,金科环境,15.9288,-33.1728,-0.1106,163.6764,0.6763,201516819.0000,832714.1281,3209930476.0000,13264175.5207,0.0000,-21.1169
688468.SH,科美诊断,8.6397,-33.6876,-0.1210,303.7610,1.2552,926708958.0000,3829375.8595,8006475360.0000,33084608.9256,0.0000,-21.6317
688469.SH,芯联集成,4.5901,-32.4468,-0.1464,362.5893,1.4983,6368245957.0000,26315065.9380,29231139502.0000,120789832.6529,0.0000,-20.3909
688472.SH,阿特斯,12.7496,-41.6667,-0.1729,1033.2437,4.2696,5160800623.0000,21325622.4091,65798116671.0000,271893044.0950,0.0000,-29.6108
688475.SH,萤石网络,42.8160,-34.2141,-0.0019,301.2208,1.2447,532194933.0000,2199152.6157,22786452426.0000,94158894.3223,0.0000,-22.1582
688478.SH,晶升股份,37.5200,-41.4526,-0.1501,1179.7918,4.8752,466505594.0000,1927709.0661,17503290273.0000,72327645.7562,0.0000,-29.3967
688479.SH,友车科技,21.3602,-48.1081,-0.2267,580.8113,2.4000,215360290.0000,889918.5537,4600135017.0000,19008822.3843,0.0000,-36.0522
688480.SH,赛恩斯,32.8828,-6.7424,0.0136,405.7872,1.6768,151179052.0000,624706.8264,4971195372.0000,20542129.6364,0.0000,5.3135
688484.SH,南芯科技,36.4160,-25.5308,-0.0672,807.0392,3.3349,775018859.0000,3202557.2686,28223049722.0000,116624172.4050,0.0000,-13.4750
688485.SH,九州一轨,12.2593,-48.7484,-0.2343,666.3591,2.7536,310936929.0000,1284863.3430,3811874309.0000,15751546.7314,0.0000,-36.6925
688486.SH,龙迅股份,82.5997,-47.8222,-0.0369,498.0511,2.0581,124932778.0000,516251.1488,10319413248.0000,42642203.5041,0.0000,-35.7663
688488.SH,艾迪药业,12.6141,-14.4060,-0.0157,231.3123,0.9558,973147501.0000,4021270.6653,12275421862.0000,50724883.7273,0.0000,-2.3501
688489.SH,三未信安,41.2900,-60.6213,-0.3201,789.4327,3.2621,282645946.0000,1167958.4545,11670448891.0000,48224995.4174,0.0000,-48.5655
688496.SH,清越科技,15.1155,-51.3158,-0.1887,916.3085,3.7864,1202923917.0000,4970759.9876,18182849189.0000,75135740.4504,0.0000,-39.2599
688498.SH,源杰科技,144.5335,-49.2310,-0.1497,1840.2502,7.6043,688419228.0000,2844707.5537,99499636971.0000,411155524.6736,0.0000,-37.1751
688499.SH,利元亨,31.1713,-65.2519,-0.3718,819.4753,3.3863,497092091.0000,2054099.5496,15495024928.0000,64029028.6281,0.0000,-53.1961
688500.SH,慧辰股份,26.9869,71.3505,0.2706,171.2980,0.7108,127230742.0000,527928.3900,3433558101.0000,14247129.0498,0.0000,83.4063
688501.SH,青达环保,16.2444,-38.4856,-0.1366,623.6394,2.5770,516807370.0000,2135567.6446,8395216324.0000,34690976.5455,0.0000,-26.4298
688502.SH,茂莱光学,151.2706,-56.3821,-0.2442,1410.3567,5.8279,196522725.0000,812077.3760,29728111430.0000,122843435.6612,0.0000,-44.3262
688503.SH,聚和材料,51.4681,-67.2646,-0.2406,524.8819,2.1689,476408474.0000,1968630.0579,24519835636.0000,101321634.8595,0.0000,-55.2088
688505.SH,复旦张江,8.7673,-30.2618,-0.1214,107.4303,0.4439,763369611.0000,3154419.8802,6692700764.0000,27655788.2810,0.0000,-18.2059
688506.SH,百利天恒,139.3942,104.0964,0.3609,484.2878,2.0012,271814065.0000,1123198.6157,37889306389.0000,156567381.7727,0.0000,116.1523
688507.SH,索辰科技,93.3743,-61.4214,-0.1842,656.5466,2.7130,124296009.0000,513619.8719,11606047345.0000,47958873.3264,0.0000,-49.3656
688508.SH,芯朋微,39.4082,-46.0222,-0.2061,403.8115,1.6686,503233029.0000,2079475.3264,19831492575.0000,81948316.4256,0.0000,-33.9663
688509.SH,正元地信,4.1021,-39.5010,-0.1581,621.2720,2.5672,2390606142.0000,9878537.7769,9806389055.0000,40522268.8223,0.0000,-27.4452
688510.SH,航亚科技,16.9180,-12.1351,-0.0099,306.0038,1.2645,687427192.0000,2840608.2314,11629889833.0000,48057396.0041,0.0000,-0.0792
688511.SH,天微电子,23.4027,-50.3588,-0.2274,485.9193,2.0079,205915366.0000,850889.9421,4818966577.0000,19913085.0289,0.0000,-38.3029
688512.SH,慧智微,13.0599,-63.6883,-0.3397,1244.6063,5.1430,958491398.0000,3960708.2562,12517795946.0000,51726429.5289,0.0000,-51.6324
688513.SH,苑东生物,49.4826,-29.9167,0.0412,95.0785,0.3929,117829322.0000,486898.0248,5830505138.0000,24092996.4380,0.0000,-17.8608
688515.SH,裕太微,81.5395,-58.1250,-0.2695,951.0977,3.9302,296410374.0000,1224836.2562,24169167399.0000,99872592.5579,0.0000,-46.0691
688516.SH,奥特维,72.5171,-78.8593,-0.2952,370.1016,1.5293,643995656.0000,2661139.0744,46700667381.0000,192977964.3843,0.0000,-66.8034
688517.SH,金冠电气,13.9197,-30.6271,-0.0855,682.0922,2.8186,629138517.0000,2599745.9380,8757404582.0000,36187622.2397,0.0000,-18.5712
688518.SH,联赢激光,16.9802,-45.8632,-0.1945,673.6434,2.7837,2283644351.0000,9436546.9050,38776637510.0000,160234039.2975,0.0000,-33.8073
688519.SH,南亚新材,22.9039,-17.9552,-0.0133,325.5014,1.3450,438928583.0000,1813754.4752,10053169295.0000,41542021.8802,0.0000,-5.8993
688520.SH,神州细胞,46.3434,-32.8785,-0.1228,204.7315,0.8460,420663922.0000,1738280.6694,19494986535.0000,80557795.5992,0.0000,-20.8226
688521.SH,芯原股份,39.7461,-56.8905,-0.2885,290.8449,1.2018,1405071490.0000,5806080.5372,55846087974.0000,230768958.5703,0.0000,-44.8346
688522.SH,纳睿雷达,52.6400,-18.1116,0.1250,1073.5578,4.4362,594825620.0000,2457957.1074,31311614247.0000,129386835.7314,0.0000,-6.0557
688523.SH,航天环宇,24.3488,-33.2181,-0.0802,1943.6290,8.0315,762786940.0000,3152012.1488,18572959231.0000,76747765.4174,0.0000,-21.1623
688525.SH,佰维存储,53.4028,-25.9489,-0.0113,2461.2574,10.1705,3502208816.0000,14471937.2562,187027920176.0000,772842645.3554,0.0000,-13.8930
688526.SH,科前生物,17.7348,-35.9441,-0.1510,137.8477,0.5696,507852256.0000,2098563.0413,9006674935.0000,37217665.0207,0.0000,-23.8882
688528.SH,秦川物联,8.7070,-30.6122,-0.0902,230.2075,0.9513,267764390.0000,1106464.4215,2331418241.0000,9633959.6736,0.0000,-18.5564
688529.SH,豪森智能,19.5514,-56.6358,-0.3004,297.7854,1.2305,277604665.0000,1147126.7149,5427561598.0000,22427940.4876,0.0000,-44.5799
688530.SH,欧莱新材,21.8468,84.5833,2.0724,1253.0487,18.9856,376991649.0000,5711994.6818,8236073942.0000,124788999.1212,0.0000,-22.2425
688531.SH,日联科技,76.1067,-69.7084,-0.2933,589.8631,2.4375,164337157.0000,679079.1612,12507159566.0000,51682477.5455,0.0000,-57.6526
688533.SH,上声电子,34.0282,-50.2168,-0.2326,946.5325,3.9113,465313984.0000,1922785.0579,15833775507.0000,65428824.4091,0.0000,-38.1610
688535.SH,华海诚科,80.9963,-30.2372,-0.0318,3282.9997,13.5661,702203328.0000,2901666.6446,56875902412.0000,235024390.1322,0.0000,-18.1814
688536.SH,思瑞浦,117.8959,-62.7831,-0.3571,264.3011,1.0922,312115195.0000,1289732.2107,36797100849.0000,152054135.7397,0.0000,-50.7273
688538.SH,和辉光电,2.3547,-22.4335,-0.0950,129.9991,0.5372,7477856345.0000,30900232.8306,17607785366.0000,72759443.6612,0.0000,-10.3776
688539.SH,高华科技,37.8716,-35.9536,-0.0044,508.5559,2.1015,197574369.0000,816423.0124,7482461541.0000,30919262.5661,0.0000,-23.8977
688543.SH,国科军工,49.2605,-17.5973,0.0421,1349.2363,5.5754,495483920.0000,2047454.2149,24407774158.0000,100858570.9008,0.0000,-5.5415
688548.SH,广钢气体,11.8267,-23.5056,-0.0417,1214.1758,5.0591,2997737075.0000,12490571.1458,35453352766.0000,147722303.1917,0.0000,-32.7000
688549.SH,中巨芯,8.8720,17.9537,0.4796,1478.5629,6.6602,3956548811.0000,17822291.9414,35102351151.0000,158118698.8784,0.0000,-50.0129
688550.SH,瑞联新材,32.6796,-38.9710,-0.0668,352.8108,1.4887,416556656.0000,1757623.0211,13612917561.0000,57438470.7215,0.0000,-26.9151
688551.SH,科威尔,46.1141,-54.7853,-0.2700,271.0811,1.1202,172996447.0000,714861.3512,7977581599.0000,32965213.2190,0.0000,-42.7294
688552.SH,航天南湖,20.4926,-35.5193,-0.1413,841.3775,3.4768,676744641.0000,2796465.4587,13868264024.0000,57306876.1322,0.0000,-23.4635
688553.SH,汇宇制药,14.0559,-19.2149,-0.0553,176.1790,0.7280,512184272.0000,2116463.9339,7199209767.0000,29748800.6901,0.0000,-7.1590
688556.SH,高测股份,28.1772,-77.7605,-0.3716,417.0722,1.7234,1544072724.0000,6380465.8017,43507609100.0000,179783508.6777,0.0000,-65.7046
688557.SH,兰剑智能,30.9286,-55.6653,-0.1522,301.0079,1.2438,186253820.0000,769643.8843,5760562027.0000,23803975.3182,0.0000,-43.6094
688558.SH,国盛智科,23.4534,-43.7831,-0.1900,164.4439,0.6795,217065956.0000,896966.7603,5090940619.0000,21036944.7066,0.0000,-31.7272
688559.SH,海目星,35.0376,-23.7902,-0.0568,473.5071,1.9566,938301788.0000,3877280.1157,32875819325.0000,135850493.0785,0.0000,-11.7344
688560.SH,明冠新材,15.9328,-56.0246,-0.2891,558.3555,2.3073,930689948.0000,3845826.2314,14828488511.0000,61274745.9132,0.0000,-43.9688
688561.SH,奇安信,34.7259,-56.3077,-0.3126,157.7934,0.6520,762183146.0000,3149517.1322,26467458132.0000,109369661.7025,0.0000,-44.2518
688562.SH,航天软件,20.1518,-48.0423,-0.2285,784.4652,3.2416,635244288.0000,2624976.3967,12801299568.0000,52897932.0992,0.0000,-35.9865
688563.SH,航材股份,57.2438,-15.7267,-0.0475,438.0143,1.8100,315368639.0000,1303176.1942,18052906467.0000,74598787.0537,0.0000,-3.6708
688565.SH,力源科技,6.5563,-40.2381,-0.1374,654.3887,2.7041,692797052.0000,2862797.7355,4542175114.0000,18769318.6529,0.0000,-28.1822
688566.SH,吉贝尔,26.7567,-18.0545,-0.0226,247.5470,1.0229,467467368.0000,1931683.3388,12507872096.0000,51685421.8843,0.0000,-5.9986
688567.SH,孚能科技,13.8764,-60.6492,-0.3423,137.5371,0.5683,1679141721.0000,6938602.1529,23300380859.0000,96282565.5331,0.0000,-48.5933
688568.SH,中科星图,47.2335,-36.8883,0.0147,178.0468,0.7357,680921973.0000,2813727.1612,32162334866.0000,132902210.1901,0.0000,-24.8325
688569.SH,铁科轨道,27.3149,-44.1952,-0.1828,277.1208,1.1451,434512250.0000,1795505.1653,11868652006.0000,49044016.5537,0.0000,-32.1393
688570.SH,天玛智控,25.6274,-33.2968,-0.1400,777.6850,3.2136,441276939.0000,1823458.4256,11308787731.0000,46730527.8140,0.0000,-21.2410
688571.SH,杭华股份,6.3002,-25.7230,-0.0770,244.1501,1.0089,830396169.0000,3431389.1281,5231700928.0000,21618598.8760,0.0000,-13.6671
688573.SH,信宇人,30.5063,-29.9831,0.0629,2209.0225,9.2816,443193367.0000,1862157.0042,13520197718.0000,56807553.4370,0.0000,-50.7085
688575.SH,亚辉龙,22.3000,18.9173,0.1075,281.3841,1.1627,860718514.0000,3556688.0744,19194046263.0000,79314240.7562,0.0000,30.9731
688576.SH,西山科技,83.0982,-45.9346,-0.2223,793.1072,3.2773,107354362.0000,443613.0661,8920949248.0000,36863426.6446,0.0000,-33.8787
688577.SH,浙海德曼,58.5036,-28.7412,0.1030,303.4817,1.2541,159476389.0000,658993.3430,9329938050.0000,38553463.0165,0.0000,-16.6853
688578.SH,艾力斯,45.9884,129.8891,0.3956,401.7511,1.6601,1322359959.0000,5464297.3512,60813179500.0000,251294130.1653,0.0000,141.9450
688579.SH,山大地纬,11.1148,-47.5469,-0.2013,403.7409,1.6684,1615004025.0000,6673570.3512,17950486537.0000,74175564.2025,0.0000,-35.4910
688580.SH,伟思医疗,52.2590,-56.1824,-0.1366,193.2773,0.7987,138307926.0000,571520.3554,7227831108.0000,29867070.6942,0.0000,-44.1265
688581.SH,安杰思,85.9213,-45.7451,-0.0596,824.9676,3.4090,131221279.0000,542236.6901,11274707102.0000,46589698.7686,0.0000,-33.6892
688582.SH,芯动联科,34.2674,-18.7192,-0.0237,1137.9266,4.7022,638847232.0000,2639864.5950,21891641886.0000,90461330.1074,0.0000,-6.6633
688584.SH,上海合晶,18.6519,-37.5110,-0.3427,927.5390,7.7295,485358763.0000,4044656.3583,9052854675.0000,75440455.6250,0.0000,-33.1725
688585.SH,上纬新材,6.6060,-35.9356,-0.1308,142.0828,0.5871,415635647.0000,1717502.6736,2745701107.0000,11345872.3430,0.0000,-23.8797
688586.SH,江航装备,10.1208,-26.7561,-0.0954,151.2516,0.6250,1196913458.0000,4945923.3802,12113725968.0000,50056718.8760,0.0000,-14.7002
688588.SH,凌志软件,11.1584,-59.5361,-0.3159,265.1066,1.0955,1060452816.0000,4382036.4298,11832986387.0000,48896637.9628,0.0000,-47.4802
688589.SH,力合微,31.7633,-43.1358,-0.1054,447.5764,1.8495,475348420.0000,1964249.6694,15098651113.0000,62391120.3017,0.0000,-31.0799
